,Condition,genes,Method,replicate,time_s,mem_gb
725,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),26,89.49000000000001,1.285888
726,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),27,79.92,1.14742
727,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),28,113.02000000000001,1.432128
728,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),29,76.44,1.158932
729,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),30,40.43,1.036724
730,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),31,53.559999999999995,1.165932
731,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),32,35.57,0.78338
732,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),33,92.24,1.21068
733,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),34,65.03999999999999,1.06878
734,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),35,91.8,1.260508
735,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),36,45.99,0.962764
736,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),37,36.989999999999995,0.892112
737,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),38,37.84,0.741964
738,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),39,105.91,1.283084
739,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),40,71.92,1.131028
740,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),41,60.879999999999995,1.251684
741,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),42,49.690000000000005,1.047552
742,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),43,72.64,1.1551
743,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),44,104.78,1.700064
744,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),45,28.18,0.5484
745,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),46,53.22,1.181464
746,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),47,57.6,1.292496
747,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),48,49.72,1.044628
748,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),49,60.36,1.221304
749,fasttree_genetrees_800_non,200,TreePL+Concat(RAxML),50,85.75,1.378516
750,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),1,26.68,0.33552
751,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),2,23.92,0.356352
752,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),3,19.68,0.210652
753,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),4,24.669999999999998,0.294852
754,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),5,25.89,0.323408
755,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),6,20.83,0.257192
756,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),7,17.9,0.229228
757,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),8,19.24,0.169344
758,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),9,26.34,0.445096
759,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),10,28.13,0.375072
760,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),11,26.25,0.351992
761,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),12,23.89,0.287436
762,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),13,26.62,0.3429
763,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),14,21.16,0.299404
764,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),15,22.880000000000003,0.296116
765,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),16,31.130000000000003,0.367252
766,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),17,19.48,0.214088
767,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),18,23.55,0.351672
768,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),19,18.82,0.189644
769,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),20,29.08,0.327336
770,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),21,28.37,0.256456
771,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),22,20.509999999999998,0.221672
772,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),23,22.67,0.3066
773,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),24,24.509999999999998,0.34342
774,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),25,18.59,0.202008
775,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),26,25.52,0.342096
776,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),27,26.33,0.285596
777,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),28,24.19,0.38212
778,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),29,25.310000000000002,0.31022
779,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),30,23.470000000000002,0.277128
780,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),31,22.94,0.310308
781,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),32,19.3,0.198804
782,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),33,29.2,0.333712
783,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),34,20.19,0.269968
784,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),35,24.560000000000002,0.334672
785,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),36,22.91,0.280976
786,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),37,22.38,0.236988
787,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),38,26.29,0.1994
788,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),39,24.73,0.340012
789,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),40,24.450000000000003,0.281352
790,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),41,26.14,0.329476
791,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),42,23.25,0.289524
792,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),43,26.189999999999998,0.298964
793,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),44,28.630000000000003,0.424568
794,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),45,12.879999999999999,0.154356
795,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),46,26.11,0.314396
796,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),47,24.78,0.348252
797,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),48,24.7,0.281964
798,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),49,26.33,0.307548
799,fasttree_genetrees_800_non,50,TreePL+Concat(RAxML),50,23.84,0.354692
800,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,1,44.989999999999995,0.262128
801,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,2,46.519999999999996,0.262164
802,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,3,56.75,0.260664
803,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,4,51.11,0.262192
804,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,5,55.13,0.260716
805,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,6,40.79,0.263324
806,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,7,49.86,0.260692
807,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,8,42.07,0.260496
808,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,9,40.57,0.260752
809,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,10,56.28,0.26218
810,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,11,51.019999999999996,0.262176
811,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,12,37.83,0.26216
812,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,13,50.519999999999996,0.260728
813,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,14,53.980000000000004,0.262132
814,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,15,57.57,0.26216
815,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,16,46.58,0.262168
816,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,17,50.77,0.260672
817,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,18,51.18,0.262176
818,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,19,40.129999999999995,0.26214
819,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,20,52.010000000000005,0.262168
820,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,21,50.849999999999994,0.260636
821,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,22,56.900000000000006,0.262084
822,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,23,54.88,0.262256
823,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,24,138.06,0.262152
824,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,25,59.66,0.260632
825,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,26,34.79,0.260616
826,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,27,47.150000000000006,0.26072
827,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,28,43.99,0.262176
828,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,29,47.57,0.262156
829,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,30,44.02,0.262132
830,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,31,44.730000000000004,0.262152
831,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,32,40.09,0.260536
832,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,33,37.58,0.262164
833,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,34,43.3,0.26072
834,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,35,38.64,0.262156
835,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,36,37.74,0.260664
836,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,37,37.29,0.260728
837,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,38,42.519999999999996,0.26476
838,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,39,42.46,0.260732
839,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,40,168.06,0.26214
840,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,41,44.550000000000004,0.262152
841,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,42,47.17,0.262132
842,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,43,46.54,0.262148
843,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,44,46.89,0.262176
844,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,45,41.25,0.261924
845,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,46,41.660000000000004,0.260716
846,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,47,44.73,0.260736
847,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,48,48.46,0.262036
848,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,49,47.71,0.26208
849,fasttree_genetrees_400_non,1000,TreePL+CASTLES-Pro,50,46.07,0.260736
850,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,1,27.44,0.131408
851,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,2,25.910000000000004,0.131424
852,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,3,26.73,0.132112
853,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,4,26.75,0.13142
854,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,5,26.060000000000002,0.13142
855,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,6,27.009999999999998,0.132716
856,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,7,26.08,0.131412
857,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,8,28.77,0.131296
858,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,9,26.3,0.132156
859,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,10,27.240000000000002,0.132152
860,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,11,26.5,0.131428
861,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,12,25.0,0.13214
862,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,13,25.950000000000003,0.131428
863,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,14,27.03,0.132128
864,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,15,26.08,0.131424
865,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,16,28.18,0.131428
866,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,17,24.6,0.131396
867,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,18,24.42,0.132148
868,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,19,26.1,0.132088
869,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,20,27.28,0.132148
870,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,21,30.01,0.131384
871,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,22,26.06,0.1321
872,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,23,24.93,0.13142
873,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,24,26.37,0.131424
874,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,25,27.35,0.131384
875,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,26,28.98,0.132148
876,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,27,26.299999999999997,0.131412
877,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,28,27.32,0.131424
878,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,29,27.259999999999998,0.13142
879,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,30,21.240000000000002,0.131408
880,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,31,26.880000000000003,0.131416
881,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,32,23.09,0.132044
882,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,33,21.58,0.13142
883,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,34,22.77,0.131424
884,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,35,26.32,0.131424
885,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,36,22.7,0.131388
886,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,37,24.54,0.13144
887,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,38,23.509999999999998,0.132312
888,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,39,26.79,0.132148
889,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,40,31.31,0.131464
890,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,41,28.310000000000002,0.13214
891,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,42,32.47,0.131412
892,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,43,30.3,0.131416
893,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,44,22.87,0.132152
894,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,45,22.9,0.13132
895,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,46,24.37,0.13142
896,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,47,27.310000000000002,0.132148
897,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,48,25.72,0.132084
898,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,49,33.7,0.131384
899,fasttree_genetrees_400_non,500,TreePL+CASTLES-Pro,50,27.8,0.131428
900,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,1,20.2,0.053864
901,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,2,17.060000000000002,0.053872
902,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,3,16.97,0.05386
903,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,4,18.17,0.053872
904,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,5,18.48,0.053868
905,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,6,16.19,0.053864
906,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,7,14.93,0.053864
907,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,8,19.439999999999998,0.053824
908,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,9,16.8,0.053872
909,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,10,16.81,0.053872
910,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,11,16.92,0.053872
911,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,12,16.73,0.053872
912,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,13,19.599999999999998,0.053872
913,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,14,18.13,0.053868
914,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,15,14.399999999999999,0.053868
915,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,16,18.189999999999998,0.053872
916,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,17,17.26,0.05386
917,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,18,17.88,0.053876
918,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,19,18.44,0.053844
919,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,20,17.32,0.053876
920,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,21,21.66,0.05386
921,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,22,17.33,0.053856
922,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,23,18.32,0.053868
923,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,24,19.29,0.053872
924,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,25,17.52,0.05386
925,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,26,20.09,0.053876
926,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,27,18.55,0.053868
927,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,28,18.0,0.053872
928,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,29,18.31,0.053872
929,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,30,13.379999999999999,0.053864
930,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,31,14.860000000000001,0.053868
931,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,32,15.34,0.053832
932,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,33,14.82,0.053872
933,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,34,12.11,0.053876
934,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,35,16.72,0.053868
935,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,36,14.379999999999999,0.053856
936,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,37,17.34,0.053864
937,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,38,14.32,0.053844
938,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,39,18.759999999999998,0.053876
939,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,40,19.310000000000002,0.053868
940,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,41,17.96,0.053872
941,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,42,17.86,0.053872
942,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,43,13.93,0.053868
943,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,44,16.74,0.053876
944,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,45,13.73,0.053824
945,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,46,13.29,0.053868
946,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,47,18.48,0.053876
947,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,48,16.39,0.05386
948,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,49,21.44,0.053856
949,fasttree_genetrees_400_non,200,TreePL+CASTLES-Pro,50,18.6,0.053876
950,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,1,19.11,0.033428
951,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,2,16.67,0.029868
952,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,3,16.68,0.032968
953,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,4,16.53,0.033696
954,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,5,16.86,0.031184
955,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,6,15.629999999999999,0.03066
956,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,7,14.959999999999999,0.030632
957,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,8,14.709999999999999,0.030596
958,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,9,15.59,0.03112
959,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,10,16.31,0.032704
960,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,11,15.260000000000002,0.03422
961,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,12,15.229999999999999,0.029868
962,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,13,11.56,0.030916
963,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,14,14.12,0.031192
964,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,15,16.0,0.030344
965,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,16,18.41,0.031716
966,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,17,11.8,0.030856
967,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,18,15.99,0.03116
968,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,19,15.42,0.029868
969,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,20,17.3,0.0296
970,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,21,12.809999999999999,0.03422
971,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,22,15.67,0.031908
972,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,23,16.98,0.034616
973,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,24,15.450000000000001,0.033956
974,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,25,15.979999999999999,0.0327
975,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,26,15.78,0.03112
976,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,27,17.25,0.02964
977,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,28,16.04,0.033956
978,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,29,16.69,0.030924
979,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,30,16.39,0.030856
980,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,31,13.030000000000001,0.030396
981,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,32,12.17,0.031424
982,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,33,13.3,0.03402
983,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,34,15.870000000000001,0.032164
984,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,35,15.99,0.030916
985,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,36,13.540000000000001,0.030436
986,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,37,15.74,0.032968
987,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,38,19.28,0.031576
988,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,39,16.28,0.033956
989,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,40,14.620000000000001,0.031648
990,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,41,15.059999999999999,0.031652
991,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,42,16.93,0.030132
992,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,43,13.61,0.03112
993,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,44,16.48,0.031916
994,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,45,11.14,0.032704
995,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,46,15.569999999999999,0.032164
996,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,47,16.22,0.029604
997,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,48,11.540000000000001,0.030664
998,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,49,16.05,0.033796
999,fasttree_genetrees_400_non,50,TreePL+CASTLES-Pro,50,17.0,0.03112
1000,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),1,222.39,3.043152
1001,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),2,240.65,3.201248
1002,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),3,75.33,1.942216
1003,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),4,87.12,2.938336
1004,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),5,250.31,2.941084
1005,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),6,81.75999999999999,2.141396
1006,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),7,75.73,2.041676
1007,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),8,59.82,1.43614
1008,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),9,209.19,4.002008
1009,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),10,412.62,3.543968
1010,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),11,278.34000000000003,3.424052
1011,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),12,161.46,2.786984
1012,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),13,136.26000000000002,3.18754
1013,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),14,179.46,2.844212
1014,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),15,185.25,2.825532
1015,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),16,123.94,3.452812
1016,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),17,118.44000000000001,1.777392
1017,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),18,97.79,3.22804
1018,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),19,47.160000000000004,1.560356
1019,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),20,182.70000000000002,3.010784
1020,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),21,91.39,2.195148
1021,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),22,143.7,2.091384
1022,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),23,152.47,2.766948
1023,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),24,252.75,3.2999
1024,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),25,99.97000000000001,1.872428
1025,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),26,128.16,3.140168
1026,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),27,188.76999999999998,2.780132
1027,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),28,273.65000000000003,3.385572
1028,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),29,148.48999999999998,2.791464
1029,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),30,79.59,2.450132
1030,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),31,144.57000000000002,2.799012
1031,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),32,75.17,1.857316
1032,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),33,203.89999999999998,3.016804
1033,fasttree_genetrees_400_non,1000,TreePL+Concat(RAxML),34,214.2,2.699732
