,Taxon,Node Type,l1,l2,l1/l2,Topology
1029,  ,internal,4.175,6.081,0.68656471,CAML
1030,  ,internal,0.356,2.514,0.141607001,CAML
1031,  ,internal,1.224,2.827,0.43296781,CAML
1032,  ,internal,1.909,2.98,0.640604027,CAML
1033,  ,internal,0.247,1.551,0.159252095,CAML
1034,  ,internal,2.134,3.432,0.621794872,CAML
1035,  ,internal,4.234,6.378,0.663844465,CAML
1036,  ,internal,0.337,0.81,0.416049383,CAML
1037,  ,internal,0.486,1.114,0.436265709,CAML
1038,  ,internal,1.445,2.621,0.551316291,CAML
1039,  ,internal,2.089,3.539,0.59027974,CAML
1040,  ,internal,3.101,3.727,0.83203649,CAML
1041,  ,internal,3.174,4.015,0.790535492,CAML
1042,  ,internal,5.077,6.642,0.764378199,CAML
1043,  ,internal,0.572,0.486,1.176954733,CAML
1044,  ,internal,0.748,0.755,0.990728477,CAML
1045,  ,internal,0.95,1.284,0.739875389,CAML
1046,  ,internal,1.079,1.459,0.739547635,CAML
1047,  ,internal,0.696,0.756,0.920634921,CAML
1048,  ,internal,1.78,1.157,1.538461538,CAML
1049,  ,internal,1.822,2.451,0.743370053,CAML
1050,  ,internal,0.037,1.851,0.019989195,CAML
1051,  ,internal,1.86,2.802,0.663811563,CAML
1052,  ,internal,1.279,2.693,0.474935017,CAML
1053,  ,internal,1.903,3.761,0.505982451,CAML
1054,  ,internal,3.119,5.614,0.555575347,CAML
1055,  ,internal,0.069,1.467,0.047034765,CAML
1056,  ,internal,0.888,1.838,0.483133841,CAML
1057,  ,internal,3.18,6.183,0.51431344,CAML
1058,  ,internal,0.558,1.943,0.287184766,CAML
1059,  ,internal,3.897,6.571,0.593060417,CAML
1060,  ,internal,4.172,6.988,0.597023469,CAML
1061,  ,internal,6.203,9.229,0.67212049,CAML
1062,  ,internal,6.32,9.848,0.641754671,CAML
1063,  ,internal,7.618,10.166,0.749360614,CAML
1064,  ,internal,0.067,0.336,0.199404762,CAML
1065,  ,internal,0.175,0.493,0.354969574,CAML
1066,  ,internal,2.531,0.74,3.42027027,CAML
1067,  ,internal,2.618,0.89,2.941573034,CAML
1068,  ,internal,0.322,0.417,0.772182254,CAML
1069,  ,internal,0.398,0.908,0.438325991,CAML
1070,  ,internal,0.766,1.527,0.501637197,CAML
1071,  ,internal,2.716,1.701,1.596707819,CAML
1072,  ,internal,0.435,0.772,0.563471503,CAML
1073,  ,internal,0.551,1.277,0.431480031,CAML
1074,  ,internal,3.224,2.783,1.158462091,CAML
1075,  ,internal,0.224,0.707,0.316831683,CAML
1076,  ,internal,0.536,0.874,0.613272311,CAML
1077,  ,internal,0.09,0.702,0.128205128,CAML
1078,  ,internal,0.341,0.886,0.384875847,CAML
1079,  ,internal,0.574,1.043,0.55033557,CAML
1080,  ,internal,1.708,2.928,0.583333333,CAML
1081,  ,internal,1.787,3.312,0.53955314,CAML
1082,  ,internal,3.488,3.606,0.967276761,CAML
1083,  ,internal,1.096,0.26,4.215384615,CAML
1084,  ,internal,0.334,0.461,0.724511931,CAML
1085,  ,internal,1.314,0.637,2.062794349,CAML
1086,  ,internal,0.866,1.002,0.864271457,CAML
1087,  ,internal,2.097,1.57,1.33566879,CAML
1088,  ,internal,3.898,4.671,0.834510811,CAML
1089,  ,internal,1.171,0.478,2.449790795,CAML
1090,  ,internal,4.411,5.888,0.749150815,CAML
1091,  ,internal,0.296,1.275,0.232156863,CAML
1092,  ,internal,0.55,1.738,0.316455696,CAML
1093,  ,internal,5.315,4.705,1.129649309,CAML
1094,  ,internal,5.584,6.254,0.892868564,CAML
1095,  ,internal,0.402,1.301,0.308993082,CAML
1096,  ,internal,0.169,0.996,0.169678715,CAML
1097,  ,internal,0.759,1.925,0.394285714,CAML
1098,  ,internal,0.957,2.361,0.405336722,CAML
1099,  ,internal,1.364,3.145,0.433704293,CAML
1100,  ,internal,2.181,4.655,0.468528464,CAML
1101,  ,internal,4.089,6.062,0.674529858,CAML
1102,  ,internal,4.235,7.032,0.602246871,CAML
1103,  ,internal,0.786,1.469,0.535057862,CAML
1104,  ,internal,0.775,1.688,0.459123223,CAML
1105,  ,internal,1.305,1.954,0.667860798,CAML
1106,  ,internal,0.76,3.136,0.242346939,CAML
1107,  ,internal,3.17,3.774,0.839957605,CAML
1108,  ,internal,5.88,7.502,0.783790989,CAML
1109,  ,internal,6.413,7.922,0.809517799,CAML
1110,  ,internal,0.754,0.885,0.851977401,CAML
1111,  ,internal,1.785,1.929,0.925349922,CAML
1112,  ,internal,1.87,2.852,0.655680224,CAML
1113,  ,internal,1.898,3.209,0.591461514,CAML
1114,  ,internal,0.16,1.907,0.083901416,CAML
1115,  ,internal,2.455,5.879,0.417588025,CAML
1116,  ,internal,0.184,1.38,0.133333333,CAML
1117,  ,internal,1.191,2.985,0.398994975,CAML
1118,  ,internal,2.492,6.172,0.403758911,CAML
1119,  ,internal,2.22,3.998,0.555277639,CAML
1120,  ,internal,3.38,6.419,0.52656177,CAML
1121,  ,internal,4.835,6.94,0.696685879,CAML
1122,  ,internal,6.804,9.618,0.707423581,CAML
1123,  ,internal,7.815,11.005,0.710131758,CAML
1124,  ,internal,0.568,0.761,0.746386334,CAML
1125,  ,internal,0.422,0.823,0.512758202,CAML
1126,  ,internal,1.367,1.785,0.765826331,CAML
1127,  ,internal,0.085,0.413,0.205811138,CAML
1128,  ,internal,0.364,0.887,0.410372041,CAML
1129,  ,internal,0.762,1.558,0.489088575,CAML
1130,  ,internal,1.424,1.949,0.730631093,CAML
1131,  ,internal,1.705,2.508,0.679824561,CAML
1132,  ,internal,2.463,4.59,0.536601307,CAML
1133,  ,internal,0.149,1.42,0.104929577,CAML
1134,  ,internal,2.737,5.081,0.538673489,CAML
1135,  ,internal,3.383,6.378,0.530417059,CAML
1136,  ,internal,0.653,3.267,0.199877564,CAML
1137,  ,internal,7.125,5.969,1.193667281,CAML
1138,  ,internal,7.722,9.629,0.801952435,CAML
1139,  ,internal,2.787,5.902,0.472212809,CAML
1140,  ,internal,3.53,6.896,0.511890951,CAML
1141,  ,internal,1.017,2.384,0.42659396,CAML
1142,  ,internal,5.372,8.761,0.613172012,CAML
1143,  ,internal,7.388,9.379,0.787717241,CAML
1144,  ,internal,7.851,10.528,0.745725684,CAML
1145,  ,internal,8.451,11.896,0.710406859,CAML
1146,  ,internal,0.459,1.182,0.388324873,CAML
1147,  ,internal,0.674,0.874,0.771167048,CAML
1148,  ,internal,0.947,1.71,0.55380117,CAML
1149,  ,internal,0.219,1.221,0.179361179,CAML
1150,  ,internal,0.709,1.455,0.487285223,CAML
1151,  ,internal,1.455,2.428,0.599258649,CAML
1152,  ,internal,0.225,0.722,0.311634349,CAML
1153,  ,internal,0.366,0.938,0.390191898,CAML
1154,  ,internal,0.775,1.303,0.594781274,CAML
1155,  ,internal,1.065,1.889,0.563790365,CAML
1156,  ,internal,1.715,2.851,0.601543318,CAML
1157,  ,internal,1.796,3.148,0.570520966,CAML
1158,  ,internal,9.522,14.204,0.670374542,CAML
1159,  ,internal,2.793,6.42,0.435046729,CAML
1160,  ,internal,2.331,1.712,1.361565421,CAML
1161,  ,internal,10.28,12.809,0.8025607,CAML
1162,  ,internal,11.384,14.666,0.776217101,CAML
1163,  ,internal,0.53,1.618,0.327564895,CAML
1164,  ,internal,1.145,2.852,0.401472651,CAML
1165,  ,internal,2.74,3.284,0.834348356,CAML
1166,  ,internal,0.751,2.395,0.313569937,CAML
1167,  ,internal,2.795,3.639,0.768068151,CAML
1168,  ,internal,4.769,6.374,0.748195795,CAML
1169,  ,internal,1.508,2.262,0.666666667,CAML
1170,  ,internal,8.959,12.477,0.718041196,CAML
1171,  ,internal,18.5,26.506,0.69795518,CAML
1172,  ,internal,0.853,1.021,0.835455436,CAML
1173,  ,internal,3.567,5.121,0.696543644,CAML
1174,  ,internal,6.431,9.19,0.699782372,CAML
1175,  ,internal,19.885,27.985,0.710559228,CAML
1176,  ,internal,0.411,1.889,0.217575437,CAML
1177,  ,internal,0.71,1.725,0.411594203,CAML
1178,  ,internal,1.342,2.395,0.560334029,CAML
1179,  ,internal,1.381,2.692,0.513001486,CAML
1180,  ,internal,1.44,3.049,0.472285995,CAML
1181,  ,internal,1.439,2.584,0.556888545,CAML
1182,  ,internal,1.627,2.852,0.570476858,CAML
1183,  ,internal,2.166,3.509,0.617269877,CAML
1184,  ,internal,0.945,2.311,0.40891389,CAML
1185,  ,internal,3.013,4.067,0.740840915,CAML
1186,  ,internal,1.219,3.602,0.338423098,CAML
1187,  ,internal,3.095,4.661,0.664020596,CAML
1188,  ,internal,5.204,6.334,0.821597727,CAML
1189,  ,internal,6.659,7.065,0.942533616,CAML
1190,  ,internal,0.072,1.462,0.049247606,CAML
1191,  ,internal,1.233,2.871,0.429467085,CAML
1192,  ,internal,0.868,2.841,0.305526223,CAML
1193,  ,internal,1.379,3.298,0.418132201,CAML
1194,  ,internal,3.742,3.741,1.000267308,CAML
1195,  ,internal,0.51,0.453,1.125827815,CAML
1196,  ,internal,2.281,2.935,0.777172061,CAML
1197,  ,internal,3.831,4.145,0.92424608,CAML
1198,  ,internal,6.415,7.589,0.845302411,CAML
1199,  ,internal,7.95,9.298,0.855022586,CAML
1200,  ,internal,0.411,2.073,0.198263386,CAML
1201,  ,internal,0.132,2.513,0.05252686,CAML
1202,  ,internal,2.334,4.124,0.565955383,CAML
1203,  ,internal,2.732,4.953,0.551584898,CAML
1204,  ,internal,1.87,0.583,3.20754717,CAML
1205,  ,internal,5.581,6.871,0.812254403,CAML
1206,  ,internal,0.752,2.537,0.296413086,CAML
1207,  ,internal,6.143,7.634,0.804689547,CAML
1208,  ,internal,9.691,14.934,0.648921923,CAML
1209,  ,internal,1.088,2.566,0.424006235,CAML
1210,  ,internal,1.344,2.988,0.449799197,CAML
1211,  ,internal,3.5,5.493,0.637174586,CAML
1212,  ,internal,2.238,4.527,0.494367131,CAML
1213,  ,internal,4.371,7.028,0.621940808,CAML
1214,  ,internal,0.839,0.681,1.232011747,CAML
1215,  ,internal,0.539,2.387,0.225806452,CAML
1216,  ,internal,3.311,6.929,0.477846731,CAML
1217,  ,internal,5.629,7.681,0.732847286,CAML
1218,  ,internal,6.394,8.626,0.741247392,CAML
1219,  ,internal,0.081,0.673,0.120356612,CAML
1220,  ,internal,0.51,1.487,0.342972428,CAML
1221,  ,internal,4.325,6.716,0.643984515,CAML
1222,  ,internal,4.477,7.261,0.616581738,CAML
1223,  ,internal,0.516,3.581,0.144093829,CAML
1224,  ,internal,2.183,6.051,0.360766815,CAML
1225,  ,internal,3.339,3.011,1.108933909,CAML
1226,  ,internal,5.42,6.776,0.799881936,CAML
1227,  ,internal,8.715,11.595,0.751617076,CAML
1228,  ,internal,10.167,12.739,0.798100322,CAML
1229,  ,internal,11.596,18.058,0.642153062,CAML
1230,  ,internal,0.295,1.365,0.216117216,CAML
1231,  ,internal,1.702,1.841,0.924497556,CAML
1232,  ,internal,0.264,0.391,0.675191816,CAML
1233,  ,internal,0.918,1.469,0.624914908,CAML
1234,  ,internal,1.813,2.014,0.90019861,CAML
1235,  ,internal,1.85,2.115,0.874704492,CAML
1236,  ,internal,2.093,2.269,0.92243279,CAML
1237,  ,internal,0.621,1.45,0.428275862,CAML
1238,  ,internal,1.17,2.369,0.493879274,CAML
1239,  ,internal,0.245,1.392,0.176005747,CAML
1240,  ,internal,1.675,2.537,0.660228616,CAML
1241,  ,internal,0.387,0.838,0.461813842,CAML
1242,  ,internal,2.176,2.818,0.77217885,CAML
1243,  ,internal,2.273,2.949,0.770769752,CAML
1244,  ,internal,0.071,0.833,0.085234094,CAML
1245,  ,internal,0.772,1.774,0.435174746,CAML
1246,  ,internal,1.942,2.509,0.774013551,CAML
1247,  ,internal,0.552,1.138,0.485061511,CAML
1248,  ,internal,2.513,2.89,0.869550173,CAML
1249,  ,internal,2.603,3.045,0.854844007,CAML
1250,  ,internal,1.191,2.062,0.577594568,CAML
1251,  ,internal,1.257,2.191,0.573710634,CAML
1252,  ,internal,2.306,2.518,0.915806195,CAML
1253,  ,internal,2.777,3.136,0.885522959,CAML
1254,  ,internal,0.6,1.803,0.332778702,CAML
1255,  ,internal,2.81,3.259,0.862227677,CAML
1256,  ,internal,0.188,0.571,0.329246935,CAML
1257,  ,internal,0.289,0.675,0.428148148,CAML
1258,  ,internal,0.306,0.772,0.396373057,CAML
1259,  ,internal,0.648,1.27,0.51023622,CAML
1260,  ,internal,0.237,1.18,0.200847458,CAML
1261,  ,internal,0.841,1.929,0.43597719,CAML
1262,  ,internal,1.352,2.34,0.577777778,CAML
1263,  ,internal,0.895,1.178,0.759762309,CAML
1264,  ,internal,1.442,1.729,0.834008097,CAML
1265,  ,internal,0.888,0.679,1.307805596,CAML
1266,  ,internal,2.272,1.892,1.200845666,CAML
1267,  ,internal,2.729,2.929,0.93171731,CAML
1268,  ,internal,0.332,1.213,0.273701566,CAML
1269,  ,internal,0.667,1.648,0.40473301,CAML
1270,  ,internal,1.114,1.841,0.605105921,CAML
1271,  ,internal,0.568,1.935,0.293540052,CAML
1272,  ,internal,0.907,2.024,0.44812253,CAML
1273,  ,internal,1.452,2.196,0.661202186,CAML
1274,  ,internal,2.006,3.119,0.643154857,CAML
1275,  ,internal,2.563,3.557,0.720551026,CAML
1276,  ,internal,3.354,3.89,0.862210797,CAML
1277,  ,internal,3.419,4.148,0.824252652,CAML
1278,  ,internal,5.34,6.126,0.871694417,CAML
1279,  ,internal,8.645,8.263,1.046230183,CAML
1280,  ,internal,0.626,0.305,2.052459016,CAML
1281,  ,internal,1.199,0.943,1.271474019,CAML
1282,  ,internal,1.438,1.402,1.025677603,CAML
1283,  ,internal,11.818,11.447,1.032410238,CAML
1284,  ,internal,3.6,6.209,0.579803511,CAML
1285,  ,internal,4.662,11.086,0.420530399,CAML
1286,  ,internal,10.901,11.843,0.920459343,CAML
1287,  ,internal,4.516,0.419,10.77804296,CAML
1288,  ,internal,12.076,11.137,1.084313549,CAML
1289,  ,internal,13.82,13.554,1.019625203,CAML
1290,  ,internal,0.526,1.451,0.362508615,CAML
1291,  ,internal,2.47,2.411,1.024471174,CAML
1292,  ,internal,0.892,1.788,0.498881432,CAML
1293,  ,internal,4.799,5.337,0.899194304,CAML
1294,  ,internal,14.015,14.425,0.971577123,CAML
1295,  ,internal,14.242,15.7,0.907133758,CAML
1296,  ,internal,0.295,0.976,0.302254098,CAML
1297,  ,internal,0.579,1.487,0.38937458,CAML
1298,  ,internal,0.878,1.996,0.43987976,CAML
1299,  ,internal,1.085,2.551,0.425323403,CAML
1300,  ,internal,2.525,5.429,0.465094861,CAML
1301,  ,internal,0.768,1.461,0.525667351,CAML
1302,  ,internal,3.577,6.91,0.517655572,CAML
1303,  ,internal,3.868,7.533,0.513474048,CAML
1304,  ,internal,0.882,2.426,0.363561418,CAML
1305,  ,internal,1.749,3.662,0.477607865,CAML
1306,  ,internal,3.344,4.089,0.817803864,CAML
1307,  ,internal,0.722,1.261,0.572561459,CAML
1308,  ,internal,1.823,3.916,0.465526047,CAML
1309,  ,internal,2.715,4.632,0.586139896,CAML
1310,  ,internal,3.99,6.058,0.658633212,CAML
1311,  ,internal,10.06,16.889,0.595653976,CAML
1312,  ,internal,0.754,1.976,0.381578947,CAML
1313,  ,internal,1.194,2.485,0.480482897,CAML
1314,  ,internal,1.869,3.588,0.52090301,CAML
1315,  ,internal,0.219,3.039,0.072063179,CAML
1316,  ,internal,4.245,4.417,0.961059543,CAML
1317,  ,internal,4.839,5.393,0.897274244,CAML
1318,  ,internal,0.723,0.841,0.859690844,CAML
1319,  ,internal,0.969,2.101,0.461208948,CAML
1320,  ,internal,1.407,2.982,0.471830986,CAML
1321,  ,internal,2.957,4.861,0.608311047,CAML
1322,  ,internal,4.956,5.956,0.832102082,CAML
1323,  ,internal,0.56,1.456,0.384615385,CAML
1324,  ,internal,0.659,2.112,0.312026515,CAML
1325,  ,internal,1.342,3.305,0.406051437,CAML
1326,  ,internal,0.315,1.755,0.179487179,CAML
1327,  ,internal,2.664,3.654,0.729064039,CAML
1328,  ,internal,1.972,2.383,0.827528326,CAML
1329,  ,internal,0.526,1.105,0.4760181,CAML
1330,  ,internal,2.401,3.11,0.772025723,CAML
1331,  ,internal,4.182,5.546,0.754056978,CAML
1332,  ,internal,8.65,11.807,0.732616245,CAML
1333,  ,internal,0.79,1.306,0.604900459,CAML
1334,  ,internal,0.879,1.928,0.455912863,CAML
1335,  ,internal,1.258,2.199,0.572078217,CAML
1336,  ,internal,1.34,2.347,0.570941628,CAML
1337,  ,internal,0.175,0.939,0.186368477,CAML
1338,  ,internal,0.301,1.181,0.254868755,CAML
1339,  ,internal,0.587,1.944,0.301954733,CAML
1340,  ,internal,1.384,2.482,0.557614827,CAML
1341,  ,internal,2.689,2.865,0.938568935,CAML
1342,  ,internal,3.055,3.219,0.949052501,CAML
1343,  ,internal,3.609,4.315,0.836384705,CAML
1344,  ,internal,0.69,1.835,0.376021798,CAML
1345,  ,internal,1.151,2.263,0.50861688,CAML
1346,  ,internal,0.175,1.147,0.152571927,CAML
1347,  ,internal,1.14,2.217,0.51420839,CAML
1348,  ,internal,1.466,2.635,0.556356736,CAML
1349,  ,internal,2.573,2.852,0.902173913,CAML
1350,  ,internal,3.753,4.575,0.820327869,CAML
1351,  ,internal,2.218,3.247,0.683092085,CAML
1352,  ,internal,4.998,5.058,0.988137604,CAML
1353,  ,internal,0.824,0.999,0.824824825,CAML
1354,  ,internal,2.28,1.235,1.846153846,CAML
1355,  ,internal,3.373,1.927,1.750389206,CAML
1356,  ,internal,3.744,2.451,1.52753978,CAML
1357,  ,internal,0.288,1.243,0.231697506,CAML
1358,  ,internal,1.231,1.654,0.744256348,CAML
1359,  ,internal,3.888,2.946,1.319755601,CAML
1360,  ,internal,0.116,1.596,0.072681704,CAML
1361,  ,internal,1.991,3.099,0.642465311,CAML
1362,  ,internal,0.183,1.167,0.156812339,CAML
1363,  ,internal,0.715,1.839,0.38879826,CAML
1364,  ,internal,2.093,3.407,0.614323452,CAML
1365,  ,internal,4.869,3.996,1.218468468,CAML
1366,  ,internal,5.084,5.299,0.959426307,CAML
1367,  ,internal,0.101,0.597,0.169179229,CAML
1368,  ,internal,0.258,0.808,0.319306931,CAML
1369,  ,internal,0.427,0.971,0.439752832,CAML
1370,  ,internal,0.573,1.162,0.493115318,CAML
1371,  ,internal,2.164,1.592,1.359296482,CAML
1372,  ,internal,1.263,0.494,2.556680162,CAML
1373,  ,internal,4.013,2.471,1.624038851,CAML
1374,  ,internal,4.235,3.791,1.117119494,CAML
1375,  ,internal,0.461,1.118,0.41234347,CAML
1376,  ,internal,1.081,1.562,0.69206146,CAML
1377,  ,internal,0.15,2.158,0.069508804,CAML
1378,  ,internal,3.041,4.116,0.738824101,CAML
1379,  ,internal,1.43,0.857,1.668611435,CAML
1380,  ,internal,5.119,4.87,1.051129363,CAML
1381,  ,internal,5.385,5.298,1.016421291,CAML
1382,  ,internal,5.787,5.524,1.047610427,CAML
1383,  ,internal,6.713,6.905,0.972194062,CAML
1384,  ,internal,1.055,1.578,0.668567807,CAML
1385,  ,internal,2.752,2.562,1.074160812,CAML
1386,  ,internal,2.898,3.115,0.930337079,CAML
1387,  ,internal,2.045,3.297,0.620260843,CAML
1388,  ,internal,3.994,4.023,0.992791449,CAML
1389,  ,internal,0.653,0.87,0.750574713,CAML
1390,  ,internal,1.442,1.106,1.303797468,CAML
1391,  ,internal,1.628,1.278,1.273865415,CAML
1392,  ,internal,1.723,1.752,0.983447489,CAML
1393,  ,internal,5.363,5.061,1.059672002,CAML
1394,  ,internal,5.527,6.03,0.916583748,CAML
1395,  ,internal,8.447,7.697,1.097440561,CAML
1396,  ,internal,8.626,9.75,0.884717949,CAML
1397,  ,internal,9.167,10.35,0.885700483,CAML
1398,  ,internal,1.509,2.206,0.684043518,CAML
1399,  ,internal,7.209,4.458,1.617092867,CAML
1400,  ,internal,1.371,0.873,1.570446735,CAML
1401,  ,internal,1.745,2.438,0.715750615,CAML
1402,  ,internal,1.867,2.787,0.669895945,CAML
1403,  ,internal,2.093,3.214,0.651213441,CAML
1404,  ,internal,5.268,6.881,0.765586397,CAML
1405,  ,internal,0.507,1.192,0.42533557,CAML
1406,  ,internal,1.261,1.474,0.855495251,CAML
1407,  ,internal,5.527,7.347,0.752279842,CAML
1408,  ,internal,0.21,0.877,0.23945268,CAML
1409,  ,internal,1.522,1.647,0.924104432,CAML
1410,  ,internal,1.261,3.605,0.349791956,CAML
1411,  ,internal,5.715,7.177,0.796293716,CAML
1412,  ,internal,0.391,0.477,0.819706499,CAML
1413,  ,internal,1.177,1.012,1.163043478,CAML
1414,  ,internal,0.617,0.918,0.67211329,CAML
1415,  ,internal,1.622,1.507,1.076310551,CAML
1416,  ,internal,0.129,0.941,0.137088204,CAML
1417,  ,internal,0.199,1.212,0.164191419,CAML
1418,  ,internal,1.056,2.247,0.469959947,CAML
1419,  ,internal,1.997,2.56,0.780078125,CAML
1420,  ,internal,1.789,1.942,0.921215242,CAML
1421,  ,internal,2.822,3.464,0.814665127,CAML
1422,  ,internal,0.549,1.661,0.330523781,CAML
1423,  ,internal,1.956,1.898,1.030558483,CAML
1424,  ,internal,2.014,2.121,0.949552098,CAML
1425,  ,internal,0.555,1.117,0.496866607,CAML
1426,  ,internal,2.038,3.087,0.660187885,CAML
1427,  ,internal,2.741,3.383,0.810227609,CAML
1428,  ,internal,3.123,4.124,0.757274491,CAML
1429,  ,internal,0.178,0.677,0.262924668,CAML
1430,  ,internal,0.391,1.321,0.295987888,CAML
1431,  ,internal,0.439,1.512,0.290343915,CAML
1432,  ,internal,0.471,1.677,0.280858676,CAML
1433,  ,internal,0.516,1.998,0.258258258,CAML
1434,  ,internal,1.16,2.404,0.482529118,CAML
1435,  ,internal,2.245,2.708,0.829025111,CAML
1436,  ,internal,2.612,3.514,0.743312464,CAML
1437,  ,internal,3.167,4.319,0.733271591,CAML
1438,  ,internal,1.384,1.966,0.703967447,CAML
1439,  ,internal,2.764,4.03,0.685856079,CAML
1440,  ,internal,4.311,4.723,0.912767309,CAML
1441,  ,internal,0.619,1.294,0.478361669,CAML
1442,  ,internal,0.666,1.492,0.446380697,CAML
1443,  ,internal,0.572,0.939,0.609158679,CAML
1444,  ,internal,1.494,1.729,0.864083285,CAML
1445,  ,internal,1.519,1.886,0.805408271,CAML
1446,  ,internal,0.317,0.962,0.32952183,CAML
1447,  ,internal,1.792,2.887,0.620713543,CAML
1448,  ,internal,0.101,1.766,0.057191393,CAML
1449,  ,internal,1.483,2.061,0.719553615,CAML
1450,  ,internal,0.248,1.776,0.13963964,CAML
1451,  ,internal,1.552,2.477,0.626564392,CAML
1452,  ,internal,2.018,4.036,0.5,CAML
1453,  ,internal,3.627,4.434,0.817997294,CAML
1454,  ,internal,0.102,1.871,0.054516301,CAML
1455,  ,internal,1.201,1.331,0.902329076,CAML
1456,  ,internal,2.167,3.966,0.546394352,CAML
1457,  ,internal,3.841,4.754,0.807951199,CAML
1458,  ,internal,1.157,0.958,1.207724426,CAML
1459,  ,internal,3.455,1.661,2.080072246,CAML
1460,  ,internal,3.589,2.734,1.312728603,CAML
1461,  ,internal,3.707,3.247,1.141669233,CAML
1462,  ,internal,5.005,3.579,1.398435317,CAML
1463,  ,internal,5.728,5.058,1.132463424,CAML
1464,  ,internal,5.9,5.938,0.993600539,CAML
1465,  ,internal,0.687,1.559,0.440667094,CAML
1466,  ,internal,1.089,1.891,0.575885775,CAML
1467,  ,internal,6.043,6.43,0.939813375,CAML
1468,  ,internal,0.344,1.559,0.220654266,CAML
1469,  ,internal,6.436,6.763,0.951648677,CAML
1470,  ,internal,0.451,0.464,0.971982759,CAML
1471,  ,internal,1.134,0.679,1.670103093,CAML
1472,  ,internal,1.166,0.789,1.477820025,CAML
1473,  ,internal,1.3,1.243,1.045856798,CAML
1474,  ,internal,1.333,1.539,0.866146849,CAML
1475,  ,internal,0.151,0.269,0.56133829,CAML
1476,  ,internal,0.531,0.816,0.650735294,CAML
1477,  ,internal,1.624,2,0.812,CAML
1478,  ,internal,0.319,0.136,2.345588235,CAML
1479,  ,internal,0.832,0.61,1.363934426,CAML
1480,  ,internal,1.449,2.309,0.627544392,CAML
1481,  ,internal,2.518,2.542,0.990558615,CAML
1482,  ,internal,0.421,1.653,0.254688445,CAML
1483,  ,internal,2.616,2.673,0.978675645,CAML
1484,  ,internal,2.674,2.886,0.926541927,CAML
1485,  ,internal,0.757,1.195,0.633472803,CAML
1486,  ,internal,0.995,1.697,0.586328816,CAML
1487,  ,internal,1.618,2.62,0.617557252,CAML
1488,  ,internal,3.207,4.248,0.754943503,CAML
1489,  ,internal,5.334,4.969,1.073455424,CAML
1490,  ,internal,0.52,0.978,0.531697342,CAML
1491,  ,internal,0.72,1.81,0.397790055,CAML
1492,  ,internal,3.438,1.997,1.721582374,CAML
1493,  ,internal,0.749,1.328,0.564006024,CAML
1494,  ,internal,0.821,1.664,0.493389423,CAML
1495,  ,internal,4.222,2.509,1.682742128,CAML
1496,  ,internal,3.427,4.284,0.799953315,CAML
1497,  ,internal,0.513,1.831,0.280174768,CAML
1498,  ,internal,4.462,5.122,0.871144084,CAML
1499,  ,internal,5.263,5.699,0.92349535,CAML
1500,  ,internal,5.463,5.848,0.934165527,CAML
1501,  ,internal,0.668,0.623,1.07223114,CAML
1502,  ,internal,1.701,1.019,1.669283611,CAML
1503,  ,internal,1.86,1.728,1.076388889,CAML
1504,  ,internal,0.253,1.278,0.197965571,CAML
1505,  ,internal,1.916,1.997,0.959439159,CAML
1506,  ,internal,0.476,1.148,0.414634146,CAML
1507,  ,internal,0.936,1.338,0.69955157,CAML
1508,  ,internal,1.982,2.379,0.833123161,CAML
1509,  ,internal,2.583,3.289,0.78534509,CAML
1510,  ,internal,1.492,2.636,0.566009105,CAML
1511,  ,internal,4.192,4.34,0.965898618,CAML
1512,  ,internal,0.148,0.847,0.174734357,CAML
1513,  ,internal,0.019,0.32,0.059375,CAML
1514,  ,internal,0.491,1.22,0.402459016,CAML
1515,  ,internal,0.707,1.66,0.425903614,CAML
1516,  ,internal,1.29,1.881,0.685805423,CAML
1517,  ,internal,0.683,0.696,0.981321839,CAML
1518,  ,internal,2.405,2.044,1.176614481,CAML
1519,  ,internal,0.229,0.569,0.402460457,CAML
1520,  ,internal,0.746,0.874,0.853546911,CAML
1521,  ,internal,0.806,1.142,0.705779335,CAML
1522,  ,internal,1.088,1.711,0.635885447,CAML
1523,  ,internal,1.457,1.902,0.766035752,CAML
1524,  ,internal,2.726,2.773,0.983050847,CAML
1525,  ,internal,1.522,0.338,4.50295858,CAML
1526,  ,internal,4.893,3.892,1.257194245,CAML
1527,  ,internal,5.067,4.975,1.018492462,CAML
1528,  ,internal,0.212,0.626,0.338658147,CAML
1529,  ,internal,0.392,1.012,0.387351779,CAML
1530,  ,internal,0.825,1.176,0.701530612,CAML
1531,  ,internal,0.157,1,0.157,CAML
1532,  ,internal,0.853,1.244,0.685691318,CAML
1533,  ,internal,1.203,1.656,0.726449275,CAML
1534,  ,internal,0.111,1.075,0.103255814,CAML
1535,  ,internal,0.242,0.784,0.308673469,CAML
1536,  ,internal,0.634,1.577,0.402029169,CAML
1537,  ,internal,0.691,0.8,0.86375,CAML
1538,  ,internal,2.023,1.63,1.241104294,CAML
1539,  ,internal,2.258,1.756,1.285876993,CAML
1540,  ,internal,2.295,1.816,1.26376652,CAML
1541,  ,internal,0.864,1.108,0.779783394,CAML
1542,  ,internal,2.878,1.859,1.548144164,CAML
1543,  ,internal,3.31,2.08,1.591346154,CAML
1544,  ,internal,0.193,0.618,0.312297735,CAML
1545,  ,internal,0.555,1.146,0.484293194,CAML
1546,  ,internal,0.61,1.25,0.488,CAML
