,Taxon,Node Type,l1,l2,l1/l2,Method
277,  ,internal,24.363,24.572,0.991494384,TreePL
278,  ,internal,76.749,78.298,0.980216608,TreePL
279,  ,internal,80.557,80.021,1.006698242,TreePL
280,  ,internal,3.576,5.016,0.71291866,TreePL
281,  ,internal,16.035,16.03,1.000311915,TreePL
282,  ,internal,18.205,17.927,1.015507335,TreePL
283,  ,internal,21.602,23.194,0.931361559,TreePL
284,  ,internal,2.428,3.073,0.790107387,TreePL
285,  ,internal,2.915,3.796,0.767913593,TreePL
286,  ,internal,19.251,17.044,1.129488383,TreePL
287,  ,internal,19.797,17.864,1.108206449,TreePL
288,  ,internal,23.449,24.597,0.953327642,TreePL
289,  ,internal,24.376,23.146,1.053140931,TreePL
290,  ,internal,28.074,27.701,1.013465218,TreePL
291,  ,internal,32.97,34.481,0.956178765,TreePL
292,  ,internal,57.004,56.985,1.000333421,TreePL
293,  ,internal,29.347,22.633,1.29664649,TreePL
294,  ,internal,35.654,34.62,1.029867129,TreePL
295,  ,internal,33.239,30.901,1.075660982,TreePL
296,  ,internal,40.583,39.412,1.029711763,TreePL
297,  ,internal,24.678,17.275,1.42853835,TreePL
298,  ,internal,27.657,26.77,1.033134105,TreePL
299,  ,internal,43.573,46.517,0.93671131,TreePL
300,  ,internal,59.606,60.613,0.983386402,TreePL
301,  ,internal,22.702,21.613,1.050386342,TreePL
302,  ,internal,21.961,18.263,1.2024859,TreePL
303,  ,internal,30.511,30.26,1.008294779,TreePL
304,  ,internal,9.915,10.919,0.908050188,TreePL
305,  ,internal,39.252,42.15,0.931245552,TreePL
306,  ,internal,46.809,50.389,0.928952748,TreePL
307,  ,internal,63.226,64.422,0.981434914,TreePL
308,  ,internal,17.131,15.479,1.106725241,TreePL
309,  ,internal,28.717,26.533,1.082312592,TreePL
310,  ,internal,55.471,52.236,1.061930469,TreePL
311,  ,internal,15.323,17.701,0.865657307,TreePL
312,  ,internal,48.823,46.458,1.050906195,TreePL
313,  ,internal,64.278,62.821,1.023192881,TreePL
314,  ,internal,79.049,77.936,1.014280948,TreePL
315,  ,internal,80.438,79.538,1.011315346,TreePL
316,  ,internal,81.749,80.953,1.009832866,TreePL
317,  ,internal,93.252,92.748,1.005434079,TreePL
318,  ,internal,32.66,29.216,1.117880613,TreePL
319,  ,internal,40.693,39.386,1.03318438,TreePL
320,  ,internal,6.548,10.648,0.614951165,TreePL
321,  ,internal,52.656,53.467,0.984831765,TreePL
322,  ,internal,48.842,47.468,1.028945816,TreePL
323,  ,internal,58.475,58.987,0.991320121,TreePL
324,  ,internal,16.113,16.751,0.961912722,TreePL
325,  ,internal,19.473,19.857,0.980661731,TreePL
326,  ,internal,77.431,77.405,1.000335896,TreePL
327,  ,internal,22.77,21.524,1.057888868,TreePL
328,  ,internal,33.728,33.935,0.993900103,TreePL
329,  ,internal,78.43,78.43,1,TreePL
330,  ,internal,20.363,17.191,1.184515153,TreePL
331,  ,internal,29.251,28.159,1.038779786,TreePL
332,  ,internal,28.119,26.822,1.048355827,TreePL
333,  ,internal,30.057,28.847,1.041945436,TreePL
334,  ,internal,18.836,18.06,1.042967885,TreePL
335,  ,internal,20.756,20.311,1.02190931,TreePL
336,  ,internal,76.793,74.67,1.028431766,TreePL
337,  ,internal,82.657,78.534,1.052499554,TreePL
338,  ,internal,85.437,80.648,1.05938151,TreePL
339,  ,internal,93.84,93.077,1.008197514,TreePL
340,  ,internal,13.181,14.139,0.932244147,TreePL
341,  ,internal,48.46,48.46,1,TreePL
342,  ,internal,94.478,93.635,1.009003044,TreePL
343,  ,internal,1.065,2.186,0.487191217,TreePL
344,  ,internal,7.819,8.444,0.925982946,TreePL
345,  ,internal,9.21,9.844,0.935595286,TreePL
346,  ,internal,25.231,25.232,0.999960368,TreePL
347,  ,internal,58.261,54.796,1.063234543,TreePL
348,  ,internal,65.124,61.933,1.05152342,TreePL
349,  ,internal,23.129,20.293,1.139752624,TreePL
350,  ,internal,25.182,22.226,1.13299739,TreePL
351,  ,internal,35.496,31.641,1.121835593,TreePL
352,  ,internal,37.24,33.357,1.116407351,TreePL
353,  ,internal,8.515,7.511,1.133670616,TreePL
354,  ,internal,19.829,18.094,1.09588814,TreePL
355,  ,internal,46.181,41.664,1.108414939,TreePL
356,  ,internal,47.717,43.188,1.104867093,TreePL
357,  ,internal,61.634,61.61,1.000389547,TreePL
358,  ,internal,66.049,66.028,1.000318047,TreePL
359,  ,internal,75.6,75.6,1,TreePL
360,  ,internal,112.667,109.873,1.025429359,TreePL
361,  ,internal,141.282,135.053,1.046122633,TreePL
